index,message_id,platform,message,future,past,psychological_present,factual_present,to_discrete
110,102488,Twitter,You're actually the best I've ever had,0,0,0,1.0,factual_present
111,102489,Twitter,"If there was a radio station with tyler ward, alex goot, alex g, eppic, and all cover bands i would listen to that allllll day #SoMuchBetter",0,0,0,1.0,factual_present
112,102490,Twitter,"I left my phone when I went to sleep and now Shane has hold of it, what unspeakable things should I do....",0,1,0,0.0,past
113,102491,Twitter,How are hoes still llookin good when then.been all over the city???,0,0,0,1.0,factual_present
114,102492,Twitter,I can say that I have my priorities mixed up lol I was suppose to be in my ?Ã¼Ã¬Ã¹?Ã¼Ã¬Ã±?Ã¼Ã¬Ã¹ this weekend and I have yet to do so! Well until tomorrow,1,0,0,0.0,future
115,102493,Twitter,and now MS Dhoni and his wife :) http://t.co/uQ1sPoE8,0,0,1,0.0,psychological_present
116,102494,Twitter,is everyone your bestfriend...,0,0,0,1.0,factual_present
117,102495,Twitter,@GBabyMa A WORSESOME ASSED ONE. BLOCKED HIM OUT WITH MR.NUMBER.,0,1,0,0.0,past
118,102496,Twitter,@BelleAli3 alright I get it lol,0,0,1,0.0,psychological_present
119,102497,Twitter,RT @ashabhosle: My father was one of the earliest film producers when sound (talkies) was introduced in movies. We've been in cinema for ...,0,1,0,0.0,past
120,102498,Twitter,"RT @JumboHart: Pollard also alludes to replacement #NFL officials being intimidated and afraid of players. #Ravens #Patriots ""out of the ...",0,0,0,1.0,factual_present
121,102499,Twitter,@tfcorsi @printkeelie There's plenty of style to go around...I just have to learn to crochet this...ummm...sexy beach wear!,0,0,0,1.0,factual_present
122,102500,Twitter,RT @babyayeme: I stay watching Spongebob,0,0,1,0.0,psychological_present
123,102501,Twitter,Note to self - dont take everyone at first glance - give them a chance!,0,0,0,1.0,factual_present
124,102502,Twitter,"RT @NiallOfficial: Also massive thanks to everyone for birthday messages and presents and cards! Much appreciated, last year as a teen!  ...",0,1,0,0.0,past
125,102503,Twitter,it shouldn't be this complicated actually,0,0,0,1.0,factual_present
126,102504,Twitter,I want my Iphoneeee /;,1,0,0,0.0,future
127,102505,Twitter,Happy Birthday to the original BEAST @AtikusTurki! From me. And mom!,0,0,1,0.0,psychological_present
128,102506,Twitter,If you guys heard these people you would understand how funny it is. seriously dying!!!?Ã¼Ã²Ã‡?Ã¼Ã²Ã‡?Ã¼Ã²Ã‡?Ã¼Ã²Ã‡?Ã¼Ã²Ã‡,0,0,1,0.0,psychological_present
129,102507,Twitter,@martinjickain Hey Martin! Thank you for taking a picture with you earlier at NCCC Mall Davao. God bless! :),0,1,0,0.0,past
130,102508,Twitter,"@Mrs_Shana Lmao, you told me you did.",0,1,0,0.0,past
131,102509,Twitter,@MR_WISEGUY75 ok just call I will be home,1,0,0,0.0,future
132,102510,Twitter,@Cola_Bottle I did for some weeks,0,1,0,0.0,past
133,102511,Twitter,&lt;/3 another reason to be myself again.,0,0,0,1.0,factual_present
134,102512,Twitter,i swear my clit so swollen off the way you suck me @igotthajuiice_,0,0,1,0.0,psychological_present
135,102513,Twitter,RU is lucky to have some creme de la creme on campus #sofreshsofly,0,0,0,1.0,factual_present
136,102514,Twitter,your very welcome = ) RT @_MeLlamoCHUCK: @TJ_SLAYER :))) thank you hun.,0,0,1,0.0,psychological_present
137,102515,Twitter,dflllllll im not goin eveeen forget quan called me a bitch &amp; goin kill me dfl #tashae,0,1,0,0.0,past
138,102516,Twitter,Will never forgive craig levein for leaving united #speckycunt,0,1,0,0.0,past
139,102517,Twitter,@declan_leonard @mickc1976 possibly!! That's the last weekend of october eh?? I'm just back from Tenerife so will see what spends I have.,1,0,0,0.0,future
140,102518,Twitter,"I Want You And Only You! Nobody In, Nobody Out, And I Ask Allah For Us To Be Together, Here In This Duniya, And In Jannah! Allahuma Amiin.:)",0,0,0,1.0,factual_present
141,102519,Twitter,its been a minute since my mind has felt so relaxed,0,1,0,0.0,past
142,102520,Twitter,@MonkeiLii at least there'll be cake?,1,0,0,0.0,future
143,102521,Twitter,that moment when you're nearly finished with your work nd the laptop decides that it hates you and turns off. BAM! lost everything. ///wrist,0,1,0,0.0,past
144,102522,Twitter,RT @aepstein32: @MaluubaInc first day with an android .... made much much better with your application,0,1,0,0.0,past
145,102523,Twitter,Miss R xD,0,0,1,0.0,psychological_present
146,102524,Twitter,@ShahRemoKhan  hmmmm yea..i think so..and i think he needs the beard for further shooting of JBHJ !!!,1,0,0,0.0,future
147,102525,Twitter,RT @_AheadofCOURT: I think that homework is so unnecessary.,0,0,0,1.0,factual_present
148,102526,Twitter,RT @ElleOhVee_Ee: I wish I had a skateboard I would make it to class so much faster,0,0,0,1.0,factual_present
149,102527,Twitter,RT @lalalaywywm: feeling like the worst best friend ever. &lt;&lt;&lt;&lt;&lt;&lt;&lt;,0,0,1,0.0,psychological_present
150,102528,Twitter,RT @Lemme_EatThat: I Found My Homie &amp; My Bestfriend !,0,1,0,0.0,past
151,102529,Twitter,RT @C_MillsBrown: I will pay some body five bucks to clean my room right now,1,0,0,0.0,future
152,102530,Twitter,RT @Laughbook: I have a black belt in sarcasm.,0,0,0,1.0,factual_present
153,102531,Twitter,RT @AnggaMakaveli: What's next how to deal with weed problems you guys go to Holland? Why don't u guys go travelin w ur own money??,0,0,0,1.0,factual_present
154,102532,Twitter,RT @garettnelson: I want you all to myself.,0,0,0,1.0,factual_present
155,102533,Twitter,#ILikeWhen people hug me and they don't let go,0,0,0,1.0,factual_present
156,102534,Twitter,Projects to a penthouse in the same day.,0,0,1,0.0,psychological_present
157,102535,Twitter,@xStolen__ I feel special u know dat,0,0,0,1.0,factual_present
158,102536,Twitter,Last night out in chelmsford with @FleurPage and @KatiePennx #evoke  http://t.co/SXyPz5Xn,0,1,0,0.0,past
159,102537,Twitter,daddy signing his email with Your Biggest Fan &gt;&gt;&gt; #bestdaddyaward #daddysgirl,0,1,0,0.0,past
160,102538,Twitter,"RT @GoWifeThatGirl: If she calls you for nothing, texts you all the time, wants to see you, cries, gets jealous, overprotective... she l ...",0,0,0,1.0,factual_present
161,102539,Twitter,RT @JoeSantagato: #Remember911 Can't believe it's been 11 years already. I remember it like it was yesterday. R.I.P to all the victims a ...,0,1,0,0.0,past
162,102540,Twitter,RT @immalovatonerd: @HBluvsDDLOVATO GOOD LUCK HEATHER!!!!!!!!!!!!!!! Love ya!!!!!&lt;3 I believe in you Heather!!!!!! YOU CAN DO THIS!!! ...,1,0,0,0.0,future
163,102541,Twitter,@StolenStitches P is only letting me go if I take the train. I probably shouldn't be going anywhere but I'm going anyway.,1,0,0,0.0,future
164,102542,Twitter,RT @gigimaguire: she goes on my pole idol list along with Felix Cane &amp; Jenyne Butterfly. @montanadamack @sospyda @memagic85  http:// ...,0,0,0,1.0,factual_present
165,102543,Twitter,Rg3 is fucking nice,0,0,0,1.0,factual_present
166,102544,Twitter,I love my agent.,0,0,0,1.0,factual_present
167,102545,Twitter,Omg this class is so boring,0,0,1,0.0,psychological_present
168,102546,Twitter,@hydracynth  your course in college?,0,0,0,1.0,factual_present
169,102547,Twitter,Love you @minacouto  http://t.co/HmuCvIbw,0,0,1,0.0,psychological_present
170,102548,Twitter,One of these days im actually smash my phone like I say I will...,1,0,0,0.0,future
171,102549,Twitter,@YMCMB2013 I hope you feeel better  .. but I'm still supporting you 100% !!,1,0,0,0.0,future
172,102550,Twitter,Really was looking toward to being with my best friend @Harlem_2smooth,0,1,0,0.0,past
173,102551,Twitter,It was a awkward day for me...how about yall Lol,0,1,0,0.0,past
174,102552,Twitter,RT @joBUTTAHdipped: My TL slowly dyin' -.-,0,0,1,0.0,psychological_present
175,102553,Twitter,RT @FreshiesAnnoyMe: I'm not a rude person but I CAN be rude if that makes sense. Sometimes my bluntness is misconstrued as rudeness. It ...,0,0,0,1.0,factual_present
176,102554,Twitter,Never realized how spinny I was till now. Fuck.,0,0,1,0.0,psychological_present
177,102555,Twitter,"""The Obama administration reduced funding for civil society and democracy programs in the Middle East"" http://t.co/Q6G34FFz #accountability",0,0,0,1.0,factual_present
178,102556,Twitter,My wife is gunna have to be a hustler,1,0,0,0.0,future
179,102557,Twitter,"RT @KevinHart4real: Let's go EAGLES......Ladies you know the rules, YOU are not allowed to talk to ur man on FOOTBALL Sunday unless u un ...",1,0,0,0.0,future
180,102558,Twitter,RT @PlNKSECRET: Unplanned moments are always better than planned ones.,0,0,0,1.0,factual_present
181,102559,Twitter,I have nothing to hide. Never have and never will.,0,0,0,1.0,factual_present
182,102560,Twitter,"Man, I hate that I don't look my age ?Ã¼Ã²Ã¬",0,0,0,1.0,factual_present
183,102561,Twitter,"G'night pic tonight is shared from @Rennzl on Twitter - thanks, Renee! Mr V looking totally badass! Sweet... http://t.co/GDMAtDlB",0,1,0,0.0,past
184,102562,Twitter,"Twitter added a ""Me"" tab now? ah well; #Weird #ButWhoCares",0,1,0,0.0,past
185,102563,Twitter,"Not because that's what your wife would be called. Because that's what you are and as you haven't realised that, that's extra what you are.",0,0,0,1.0,factual_present
186,102564,Twitter,RT @MyRedHairIsReal: I hate being bipolar it's awesome,0,0,0,1.0,factual_present
187,102565,Twitter,"@HoneyBadger_608 possibly, i think i could do straight in it haha",1,0,0,0.0,future
188,102566,Twitter,RT @richmacleod: All 3 of Mike Baxter's home runs this season have come against the #Phillies. Go figure.,0,1,0,0.0,past
189,102567,Twitter,@itsEman__ lol well keep on dreaming,0,0,1,0.0,psychological_present
190,102568,Twitter,?Ã¼Ã²Ã‡?Ã¼Ã²Ã‡she already playn! Smh. RT @Jhonen2012: @_____Twerk_____  she said yo Lil ugly self,0,0,1,0.0,psychological_present
191,102569,Twitter,@TheyCallMe_Mera lol dey gone learn doe,1,0,0,0.0,future
192,102570,Twitter,Once you start getting let down constantly you just become careless.,0,0,0,1.0,factual_present
193,102571,Twitter,gotta go walk too momss fo a cigar bhud dont feel like movingg,1,0,0,0.0,future
194,102572,Twitter,Where's @basedprince69? My feet need some massaging.,0,0,1,0.0,psychological_present
195,102573,Twitter,HAPPY BIRTHDAY HORAN I LOVE YOU A LOT OK,0,0,1,0.0,psychological_present
196,102574,Twitter,RT @IAM_MC_HAMMER: Food anyone. Anyone have food,1,0,0,0.0,future
197,102575,Twitter,RT @Swagward: I think it's funny when girls try to talk to every guy that skates..Cause then we all talk shit about yall to each other,0,0,0,1.0,factual_present
198,102576,Twitter,I feel better (;,0,0,1,0.0,psychological_present
199,102577,Twitter,RT @shoottheJAY_: I want another phone,0,0,1,0.0,psychological_present
200,102578,Twitter,Watching house of payne..,0,0,1,0.0,psychological_present
201,102579,Twitter,RT @kelseyecodd: I hate NFL and NBA. College football and basketball is much better.,0,0,0,1.0,factual_present
202,102580,Twitter,Tadi forum best hehe,0,0,1,0.0,psychological_present
203,102581,Twitter,"When you spend time around positive people, your energy--your whole being--thrives.",0,0,0,1.0,factual_present
204,102582,Twitter,"Soo uhm @CalixRonnie :) I luhhhhhbb you :) Kay? Good morning ,text me when you wake up. &lt;3",1,0,0,0.0,future
205,102583,Twitter,At work gettin paid like a muggf!!! On chill mode tho...,0,0,1,0.0,psychological_present
206,102584,Twitter,@back2bedlam Well done you! Xx,0,0,1,0.0,psychological_present
207,102585,Twitter,Sewing my rank. My eyes like half close leh. :/,0,1,0,0.0,past
208,102586,Twitter,Photo: trextrying: T-Rex Trying to Take his own Profile Picâ€šÃ„Â¶ #TRexTrying http://t.co/VwCVG0ZV,0,0,0,1.0,factual_present
209,102587,Twitter,@CravionaCravy: lol wow right for real and yea I am,0,0,0,1.0,factual_present
210,102588,Twitter,@young_kojo dont have ur num. Got a new phone,0,1,0,0.0,past
211,102589,Twitter,This Saturday Night.. @CHustle5526 @Nader723 @DBRYANT9 bout to change how you look at The Hookah,1,0,0,0.0,future
212,102590,Twitter,Yay. Tuesday is my favourite night! Im so ready fo  @WLosers !!,1,0,0,0.0,future
213,102591,Twitter,"RT @kaywindd: ""@SnapBackinKP23: Peggy just tried to put a pizza in the dishwasher instead of the oven...."" Typical peggy",0,1,0,0.0,past
214,102592,Twitter,â€šÃ„Ãº@jewlzsquires: Wait when does awkward even come on??â€šÃ„Ã¹ 10:30,1,0,0,0.0,future
215,102593,Twitter,I want to sleep badly but my muggle husband won't stop snoring. He better quiet down because I'm considering avada kedavring his ass. #Nox,0,0,1,0.0,psychological_present
216,102594,Twitter,@mrspenaschmidt It's awesome how it's still completely hilarious!! #RandallLivesOnAndOn lol,0,0,1,0.0,psychological_present
217,102595,Twitter,"@overtheluv but yet, other than the unfortunate DUI, you don't see samantha in the news frequently over hit &amp; run or reckless driving",0,1,0,0.0,past
218,102596,Twitter,@LifeIsAFantasyx go do something,1,0,0,0.0,future
219,102597,Twitter,@M8N_an_EzMiL proud of u bro but aint no damn way im fill mine up lol,1,0,0,0.0,future
220,102598,Twitter,I can't http://t.co/didtwNuq,0,0,1,0.0,psychological_present
221,102599,Twitter,"RT @LINNDDSEY: menstrual pains should be a good excuse to get out of school related things, htf am I supposed to focus when I feel like  ...",0,0,0,1.0,factual_present
222,102600,Twitter,"I wanna see you smile,not sneeze so sit your ass down&amp;remember that we know you love us but give yourself a break&amp;sip some tea @justinbieber",0,0,0,1.0,factual_present
223,102601,Twitter,"â€šÃ„Ãº@UberFacts: It's possible for a woman's vagina to literally fall out. This is called ""pelvic prolapse.""â€šÃ„Ã¹|| say whaaaaaat???",0,0,0,1.0,factual_present
224,102602,Twitter,Aha ya dude hungry though! &gt;&gt;&gt;,0,0,1,0.0,psychological_present
225,102603,Twitter,Don't jump into a fight that's not yours.,0,0,0,1.0,factual_present
226,102604,Twitter,Ovulating? RT @OhSoJosie: Am I still an egg?,0,0,1,0.0,psychological_present
227,102605,Twitter,RT @Youngblood916: I once heard that @dylangrummy drank 3 handles of Bombay with no chase and then walked a tight rope,0,1,0,0.0,past
228,102606,Twitter,@krissy_kimii that is why we shall cram at lunch!!,1,0,0,0.0,future
229,102607,Twitter,"RT @_BucketTaughtMe: When I say ""it is what it is"" I've officially stop caring.",0,0,0,1.0,factual_present
230,102608,Twitter,my shower was A M A Z I N G ! (:,0,1,0,0.0,past
231,102609,Twitter,@thekateartist thanks for the re-tweet,0,1,0,0.0,past
232,102610,Twitter,â€šÃ„Ãº@Josh30W: This is probably a good time to put some clothes on.â€šÃ„Ã¹ is it REALLY necessary?,0,0,1,0.0,psychological_present
233,102611,Twitter,"@Ariel_Chambers I know! Dylan, Luke, Demetrius, Sarah, Alex! Oh and these 2 verified people followed me randomly haha",0,1,0,0.0,past
234,102612,Twitter,"RT @Laughbook: Girls who say, ""a lot of guys are after me"", should keep in mind that low prices always attract many customers.",0,0,0,1.0,factual_present
235,102613,Twitter,"RT @JheneAiko: I'm not perfect , but I will give you my all .... all of the time .... and if u can't respect that .... then I can't resp ...",0,0,0,1.0,factual_present
236,102614,Twitter,I need some motivation pills #struggling,0,0,1,0.0,psychological_present
237,102615,Twitter,RT @NJHoransCrew: Niall will be 19 in a few hours omfg thats 1 year from 20 STOP GROWING UP SO FAST,1,0,0,0.0,future
238,102616,Twitter,John Cooper Clarke is a lyrical genius.,0,0,0,1.0,factual_present
239,102617,Twitter,RT @LOREN_nd_ROBERT: I want this http://t.co/fdpsW59Y,0,0,1,0.0,psychological_present
240,102618,Twitter,Why can't I ever fall asleep at a decent time ?Ã¼Ã²Ã®,0,0,0,1.0,factual_present
241,102619,Twitter,RT @sexybabymamma1: what my next tattoo will look like :D Thank you to @wolexbrizzle http://t.co/sTmkDHEd,0,0,1,0.0,psychological_present
242,102620,Twitter,"RT @ItweetforChrist like summer reading, the BEST way to be able to tell others what God's word is about is by reading it.",0,0,0,1.0,factual_present
